UF,Nome_UF,Mesorregião Geográfica,Nome_Mesorregião,Microrregião Geográfica,Nome_Microrregião,Município,Código Município Completo,Nome_Município
27,Alagoas,01,Sertão Alagoano,003,Santana do Ipanema,08402,2708402,São José da Tapera
31,Minas Gerais,07,Metropolitana de Belo Horizonte,029,Pará de Minas,63102,3163102,São José da Varginha
29,Bahia,07,Sul Baiano,031,Ilhéus-Itabuna,29354,2929354,São José da Vitória
43,Rio Grande do Sul,01,Noroeste Rio-grandense,009,Carazinho,18457,4318457,São José das Missões
41,Paraná,06,Oeste Paranaense,022,Toledo,25456,4125456,São José das Palmeiras
25,Paraíba,01,Sertão Paraibano,006,Itaporanga,14305,2514305,São José de Caiana
25,Paraíba,01,Sertão Paraibano,004,Patos,14404,2514404,São José de Espinharas
24,Rio Grande do Norte,04,Leste Potiguar,017,Macaíba,12203,2412203,São José de Mipibu
25,Paraíba,01,Sertão Paraibano,002,Cajazeiras,14503,2514503,São José de Piranhas
25,Paraíba,01,Sertão Paraibano,007,Serra do Teixeira,14552,2514552,São José de Princesa
21,Maranhão,01,Norte Maranhense,002,Aglomeração Urbana de São Luís,11201,2111201,São José de Ribamar
33,Rio de Janeiro,01,Noroeste Fluminense,002,Santo Antônio de Pádua,05133,3305133,São José de Ubá
31,Minas Gerais,10,Sul/Sudoeste de Minas,053,Santa Rita do Sapucaí,63201,3163201,São José do Alegre
35,São Paulo,13,Vale do Paraíba Paulista,052,Bananal,49607,3549607,São José do Barreiro
26,Pernambuco,01,Sertão Pernambucano,002,Salgueiro,13503,2613503,São José do Belmonte
25,Paraíba,01,Sertão Paraibano,004,Patos,14602,2514602,São José do Bonfim
25,Paraíba,01,Sertão Paraibano,001,Catolé do Rocha,14651,2514651,São José do Brejo do Cruz
32,Espírito Santo,04,Sul Espírito-santense,012,Cachoeiro de Itapemirim,04807,3204807,São José do Calçado
24,Rio Grande do Norte,03,Agreste Potiguar,014,Borborema Potiguar,12302,2412302,São José do Campestre
42,Santa Catarina,01,Oeste Catarinense,001,São Miguel do Oeste,16701,4216701,São José do Cedro
42,Santa Catarina,03,Serrana,010,Campos de Lages,16800,4216800,São José do Cerrito
22,Piauí,01,Norte Piauiense,002,Litoral Piauiense,10052,2210052,São José do Divino
31,Minas Gerais,08,Vale do Rio Doce,037,Governador Valadares,63300,3163300,São José do Divino
26,Pernambuco,01,Sertão Pernambucano,003,Pajeú,13602,2613602,São José do Egito
31,Minas Gerais,07,Metropolitana de Belo Horizonte,031,Itabira,63409,3163409,São José do Goiabal
43,Rio Grande do Sul,01,Noroeste Rio-grandense,013,Soledade,18465,4318465,São José do Herval
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,023,Montenegro,18481,4318481,São José do Hortêncio
43,Rio Grande do Sul,01,Noroeste Rio-grandense,001,Santa Rosa,18499,4318499,São José do Inhacorá
29,Bahia,03,Centro Norte Baiano,010,Jacobina,29370,2929370,São José do Jacuípe
31,Minas Gerais,08,Vale do Rio Doce,036,Peçanha,63508,3163508,São José do Jacuri
31,Minas Gerais,12,Zona da Mata,061,Manhuaçu,63607,3163607,São José do Mantimento
43,Rio Grande do Sul,07,Sudeste Rio-grandense,035,Litoral Lagunar,18507,4318507,São José do Norte
43,Rio Grande do Sul,01,Noroeste Rio-grandense,005,Sananduva,18606,4318606,São José do Ouro
22,Piauí,03,Sudoeste Piauiense,009,Floriano,10102,2210102,São José do Peixe
22,Piauí,04,Sudeste Piauiense,013,Picos,10201,2210201,São José do Piauí
51,Mato Grosso,05,Sudeste Mato-grossense,021,Rondonópolis,07297,5107297,São José do Povo
51,Mato Grosso,01,Norte Mato-grossense,005,Arinos,07305,5107305,São José do Rio Claro
35,São Paulo,07,Campinas,030,São João da Boa Vista,49706,3549706,São José do Rio Pardo
35,São Paulo,01,São José do Rio Preto,004,São José do Rio Preto,49805,3549805,São José do Rio Preto
25,Paraíba,02,Borborema,008,Seridó Ocidental Paraibano,14701,2514701,São José do Sabugi
24,Rio Grande do Norte,02,Central Potiguar,012,Seridó Oriental,12401,2412401,São José do Seridó
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,023,Montenegro,18614,4318614,São José do Sul
33,Rio de Janeiro,06,Metropolitana do Rio de Janeiro,015,Serrana,05158,3305158,São José do Vale do Rio Preto
51,Mato Grosso,02,Nordeste Mato-grossense,009,Norte Araguaia,07354,5107354,São José do Xingu
43,Rio Grande do Sul,02,Nordeste Rio-grandense,015,Vacaria,18622,4318622,São José dos Ausentes
21,Maranhão,03,Centro Maranhense,012,Presidente Dutra,11250,2111250,São José dos Basílios
35,São Paulo,13,Vale do Paraíba Paulista,050,São José dos Campos,49904,3549904,São José dos Campos
25,Paraíba,02,Borborema,010,Cariri Ocidental,14800,2514800,São José dos Cordeiros
41,Paraná,10,Metropolitana de Curitiba,037,Curitiba,25506,4125506,São José dos Pinhais
51,Mato Grosso,03,Sudoeste Mato-grossense,014,Jauru,07107,5107107,São José dos Quatro Marcos
25,Paraíba,04,Mata Paraibana,021,Sapé,14453,2514453,São José dos Ramos
22,Piauí,04,Sudeste Piauiense,014,Pio IX,10300,2210300,São Julião
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,026,Porto Alegre,18705,4318705,São Leopoldo
31,Minas Gerais,10,Sul/Sudoeste de Minas,054,São Lourenço,63706,3163706,São Lourenço
26,Pernambuco,05,Metropolitana de Recife,017,Recife,13701,2613701,São Lourenço da Mata
35,São Paulo,15,Metropolitana de São Paulo,060,Itapecerica da Serra,49953,3549953,São Lourenço da Serra
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,16909,4216909,São Lourenço do Oeste
22,Piauí,03,Sudoeste Piauiense,011,São Raimundo Nonato,10359,2210359,São Lourenço do Piauí
43,Rio Grande do Sul,07,Sudeste Rio-grandense,033,Pelotas,18804,4318804,São Lourenço do Sul
42,Santa Catarina,06,Sul Catarinense,018,Tubarão,17006,4217006,São Ludgero
21,Maranhão,01,Norte Maranhense,002,Aglomeração Urbana de São Luís,11300,2111300,São Luís
52,Goiás,03,Centro Goiano,009,Anicuns,20108,5220108,São Luís de Montes Belos
23,Ceará,02,Norte Cearense,011,Médio Curu,12601,2312601,São Luís do Curu
22,Piauí,04,Sudeste Piauiense,013,Picos,10375,2210375,São Luis do Piauí
27,Alagoas,03,Leste Alagoano,009,Mata Alagoana,08501,2708501,São Luís do Quitunde
21,Maranhão,03,Centro Maranhense,010,Médio Mearim,11409,2111409,São Luís Gonzaga do Maranhão
14,Roraima,02,Sul de Roraima,004,Sudeste de Roraima,00605,1400605,São Luiz
52,Goiás,03,Centro Goiano,006,Ceres,20157,5220157,São Luiz do Norte
35,São Paulo,13,Vale do Paraíba Paulista,053,Paraibuna/Paraitinga,50001,3550001,São Luiz do Paraitinga
43,Rio Grande do Sul,01,Noroeste Rio-grandense,007,Santo Ângelo,18903,4318903,São Luiz Gonzaga
25,Paraíba,02,Borborema,008,Seridó Ocidental Paraibano,14909,2514909,São Mamede
41,Paraná,01,Noroeste Paranaense,003,Cianorte,25555,4125555,São Manoel do Paraná
35,São Paulo,04,Bauru,023,Botucatu,50100,3550100,São Manuel
43,Rio Grande do Sul,02,Nordeste Rio-grandense,016,Caxias do Sul,19000,4319000,São Marcos
42,Santa Catarina,06,Sul Catarinense,018,Tubarão,17105,4217105,São Martinho
43,Rio Grande do Sul,01,Noroeste Rio-grandense,002,Três Passos,19109,4319109,São Martinho
43,Rio Grande do Sul,03,Centro Ocidental Rio-grandense,018,Santa Maria,19125,4319125,São Martinho da Serra
32,Espírito Santo,02,Litoral Norte Espírito-santense,005,São Mateus,04906,3204906,São Mateus
21,Maranhão,03,Centro Maranhense,010,Médio Mearim,11508,2111508,São Mateus do Maranhão
41,Paraná,09,Sudeste Paranaense,034,São Mateus do Sul,25605,4125605,São Mateus do Sul
24,Rio Grande do Norte,01,Oeste Potiguar,005,Serra de São Miguel,12500,2412500,São Miguel
35,São Paulo,12,Macro Metropolitana Paulista,045,Piedade,50209,3550209,São Miguel Arcanjo
22,Piauí,02,Centro-Norte Piauiense,006,Valença do Piauí,10383,2210383,São Miguel da Baixa Grande
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,17154,4217154,São Miguel da Boa Vista
29,Bahia,06,Centro Sul Baiano,024,Jequié,29404,2929404,São Miguel das Matas
43,Rio Grande do Sul,01,Noroeste Rio-grandense,007,Santo Ângelo,19158,4319158,São Miguel das Missões
25,Paraíba,04,Mata Paraibana,021,Sapé,15005,2515005,São Miguel de Taipu
28,Sergipe,02,Agreste Sergipano,003,Nossa Senhora das Dores,07006,2807006,São Miguel do Aleixo
31,Minas Gerais,12,Zona da Mata,062,Viçosa,63805,3163805,São Miguel do Anta
52,Goiás,01,Noroeste Goiano,001,São Miguel do Araguaia,20207,5220207,São Miguel do Araguaia
22,Piauí,03,Sudoeste Piauiense,009,Floriano,10391,2210391,São Miguel do Fidalgo
24,Rio Grande do Norte,04,Leste Potiguar,016,Litoral Nordeste,12559,2412559,São Miguel do Gostoso
15,Pará,04,Nordeste Paraense,013,Guamá,07607,1507607,São Miguel do Guamá
11,Rondônia,02,Leste Rondoniense,005,Alvorada D'Oeste,00320,1100320,São Miguel do Guaporé
41,Paraná,06,Oeste Paranaense,024,Foz do Iguaçu,25704,4125704,São Miguel do Iguaçu
42,Santa Catarina,01,Oeste Catarinense,001,São Miguel do Oeste,17204,4217204,São Miguel do Oeste
52,Goiás,05,Sul Goiano,016,Pires do Rio,20264,5220264,São Miguel do Passa Quatro
22,Piauí,02,Centro-Norte Piauiense,004,Campo Maior,10409,2210409,São Miguel do Tapuio
17,Tocantins,01,Ocidental do Tocantins,001,Bico do Papagaio,20200,1720200,São Miguel do Tocantins
27,Alagoas,03,Leste Alagoano,012,São Miguel dos Campos,08600,2708600,São Miguel dos Campos
27,Alagoas,03,Leste Alagoano,010,Litoral Norte Alagoano,08709,2708709,São Miguel dos Milagres
43,Rio Grande do Sul,01,Noroeste Rio-grandense,007,Santo Ângelo,19208,4319208,São Nicolau
52,Goiás,03,Centro Goiano,006,Ceres,20280,5220280,São Patrício
35,São Paulo,15,Metropolitana de São Paulo,061,São Paulo,50308,3550308,São Paulo
43,Rio Grande do Sul,01,Noroeste Rio-grandense,006,Cerro Largo,19307,4319307,São Paulo das Missões
13,Amazonas,02,Sudoeste Amazonense,003,Alto Solimões,03908,1303908,São Paulo de Olivença
24,Rio Grande do Norte,03,Agreste Potiguar,015,Agreste Potiguar,12609,2412609,São Paulo do Potengi
24,Rio Grande do Norte,03,Agreste Potiguar,015,Agreste Potiguar,12708,2412708,São Pedro
35,São Paulo,06,Piracicaba,028,Piracicaba,50407,3550407,São Pedro
21,Maranhão,02,Oeste Maranhense,009,Imperatriz,11532,2111532,São Pedro da Água Branca
33,Rio de Janeiro,04,Baixadas,010,Lagos,05208,3305208,São Pedro da Aldeia
51,Mato Grosso,05,Sudeste Mato-grossense,021,Rondonópolis,07404,5107404,São Pedro da Cipa
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,023,Montenegro,19356,4319356,São Pedro da Serra
31,Minas Gerais,10,Sul/Sudoeste de Minas,048,São Sebastião do Paraíso,63904,3163904,São Pedro da União
43,Rio Grande do Sul,01,Noroeste Rio-grandense,009,Carazinho,19364,4319364,São Pedro das Missões
42,Santa Catarina,05,Grande Florianópolis,016,Florianópolis,17253,4217253,São Pedro de Alcântara
43,Rio Grande do Sul,01,Noroeste Rio-grandense,006,Cerro Largo,19372,4319372,São Pedro do Butiá
41,Paraná,06,Oeste Paranaense,022,Toledo,25753,4125753,São Pedro do Iguaçu
41,Paraná,03,Norte Central Paranaense,013,Ivaiporã,25803,4125803,São Pedro do Ivaí
41,Paraná,01,Noroeste Paranaense,001,Paranavaí,25902,4125902,São Pedro do Paraná
22,Piauí,02,Centro-Norte Piauiense,005,Médio Parnaíba Piauiense,10508,2210508,São Pedro do Piauí
31,Minas Gerais,08,Vale do Rio Doce,036,Peçanha,64100,3164100,São Pedro do Suaçuí
43,Rio Grande do Sul,03,Centro Ocidental Rio-grandense,018,Santa Maria,19406,4319406,São Pedro do Sul
35,São Paulo,10,Assis,040,Ourinhos,50506,3550506,São Pedro do Turvo
21,Maranhão,05,Sul Maranhense,019,Porto Franco,11573,2111573,São Pedro dos Crentes
31,Minas Gerais,12,Zona da Mata,060,Ponte Nova,64001,3164001,São Pedro dos Ferros
24,Rio Grande do Norte,01,Oeste Potiguar,004,Vale do Açu,12807,2412807,São Rafael
21,Maranhão,05,Sul Maranhense,021,Chapadas das Mangabeiras,11607,2111607,São Raimundo das Mangabeiras
21,Maranhão,03,Centro Maranhense,010,Médio Mearim,11631,2111631,São Raimundo do Doca Bezerra
22,Piauí,03,Sudoeste Piauiense,011,São Raimundo Nonato,10607,2210607,São Raimundo Nonato
21,Maranhão,03,Centro Maranhense,010,Médio Mearim,11672,2111672,São Roberto
31,Minas Gerais,02,Norte de Minas,006,Pirapora,64209,3164209,São Romão
35,São Paulo,12,Macro Metropolitana Paulista,046,Sorocaba,50605,3550605,São Roque
31,Minas Gerais,09,Oeste de Minas,042,Piuí,64308,3164308,São Roque de Minas
32,Espírito Santo,03,Central Espírito-santense,008,Santa Teresa,04955,3204955,São Roque do Canaã
17,Tocantins,01,Ocidental do Tocantins,005,Gurupi,20259,1720259,São Salvador do Tocantins
27,Alagoas,02,Agreste Alagoano,006,Arapiraca,08808,2708808,São Sebastião
35,São Paulo,13,Vale do Paraíba Paulista,054,Caraguatatuba,50704,3550704,São Sebastião
41,Paraná,04,Norte Pioneiro Paranaense,014,Assaí,26009,4126009,São Sebastião da Amoreira
31,Minas Gerais,10,Sul/Sudoeste de Minas,053,Santa Rita do Sapucaí,64407,3164407,São Sebastião da Bela Vista
15,Pará,02,Marajó,005,Furos de Breves,07706,1507706,São Sebastião da Boa Vista
35,São Paulo,07,Campinas,030,São João da Boa Vista,50803,3550803,São Sebastião da Grama
31,Minas Gerais,12,Zona da Mata,063,Muriaé,64431,3164431,São Sebastião da Vargem Alegre
25,Paraíba,03,Agreste Paraibano,014,Esperança,15104,2515104,São Sebastião de Lagoa de Roça
33,Rio de Janeiro,03,Centro Fluminense,008,Santa Maria Madalena,05307,3305307,São Sebastião do Alto
31,Minas Gerais,08,Vale do Rio Doce,040,Caratinga,64472,3164472,São Sebastião do Anta
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,023,Montenegro,19505,4319505,São Sebastião do Caí
31,Minas Gerais,08,Vale do Rio Doce,036,Peçanha,64506,3164506,São Sebastião do Maranhão
31,Minas Gerais,09,Oeste de Minas,043,Divinópolis,64605,3164605,São Sebastião do Oeste
31,Minas Gerais,10,Sul/Sudoeste de Minas,048,São Sebastião do Paraíso,64704,3164704,São Sebastião do Paraíso
29,Bahia,05,Metropolitana de Salvador,019,Catu,29503,2929503,São Sebastião do Passé
31,Minas Gerais,07,Metropolitana de Belo Horizonte,028,Conceição do Mato Dentro,64803,3164803,São Sebastião do Rio Preto
31,Minas Gerais,10,Sul/Sudoeste de Minas,054,São Lourenço,64902,3164902,São Sebastião do Rio Verde
17,Tocantins,01,Ocidental do Tocantins,001,Bico do Papagaio,20309,1720309,São Sebastião do Tocantins
13,Amazonas,03,Centro Amazonense,010,Parintins,03957,1303957,São Sebastião do Uatumã
25,Paraíba,02,Borborema,010,Cariri Ocidental,15203,2515203,São Sebastião do Umbuzeiro
43,Rio Grande do Sul,03,Centro Ocidental Rio-grandense,018,Santa Maria,19604,4319604,São Sepé
35,São Paulo,02,Ribeirão Preto,014,Ribeirão Preto,50902,3550902,São Simão
52,Goiás,05,Sul Goiano,018,Quirinópolis,20405,5220405,São Simão
31,Minas Gerais,10,Sul/Sudoeste de Minas,050,Varginha,65206,3165206,São Thomé das Letras
31,Minas Gerais,11,Campo das Vertentes,058,São João Del Rei,65008,3165008,São Tiago
31,Minas Gerais,10,Sul/Sudoeste de Minas,048,São Sebastião do Paraíso,65107,3165107,São Tomás de Aquino
24,Rio Grande do Norte,03,Agreste Potiguar,014,Borborema Potiguar,12906,2412906,São Tomé
41,Paraná,01,Noroeste Paranaense,003,Cianorte,26108,4126108,São Tomé
43,Rio Grande do Sul,01,Noroeste Rio-grandense,004,Erechim,19703,4319703,São Valentim
43,Rio Grande do Sul,02,Nordeste Rio-grandense,014,Guaporé,19711,4319711,São Valentim do Sul
17,Tocantins,02,Oriental do Tocantins,008,Dianópolis,20499,1720499,São Valério
43,Rio Grande do Sul,01,Noroeste Rio-grandense,008,Ijuí,19737,4319737,São Valério do Sul
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,023,Montenegro,19752,4319752,São Vendelino
24,Rio Grande do Norte,02,Central Potiguar,010,Serra de Santana,13003,2413003,São Vicente
35,São Paulo,15,Metropolitana de São Paulo,063,Santos,51009,3551009,São Vicente
31,Minas Gerais,10,Sul/Sudoeste de Minas,055,Andrelândia,65305,3165305,São Vicente de Minas
25,Paraíba,02,Borborema,009,Seridó Oriental Paraibano,15401,2515401,São Vicente do Seridó
43,Rio Grande do Sul,03,Centro Ocidental Rio-grandense,018,Santa Maria,19802,4319802,São Vicente do Sul
21,Maranhão,01,Norte Maranhense,005,Baixada Maranhense,11706,2111706,São Vicente Ferrer
26,Pernambuco,03,Agreste Pernambucano,010,Médio Capibaribe,13800,2613800,São Vicente Férrer
25,Paraíba,04,Mata Paraibana,021,Sapé,15302,2515302,Sapé
29,Bahia,05,Metropolitana de Salvador,020,Santo Antônio de Jesus,29602,2929602,Sapeaçu
51,Mato Grosso,01,Norte Mato-grossense,004,Parecis,07875,5107875,Sapezal
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,026,Porto Alegre,19901,4319901,Sapiranga
41,Paraná,04,Norte Pioneiro Paranaense,017,Ibaiti,26207,4126207,Sapopema
31,Minas Gerais,10,Sul/Sudoeste de Minas,052,Pouso Alegre,65404,3165404,Sapucaí-Mirim
15,Pará,06,Sudeste Paraense,021,Redenção,07755,1507755,Sapucaia
33,Rio de Janeiro,03,Centro Fluminense,005,Três Rios,05406,3305406,Sapucaia
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,026,Porto Alegre,20008,4320008,Sapucaia do Sul
33,Rio de Janeiro,04,Baixadas,010,Lagos,05505,3305505,Saquarema
41,Paraná,03,Norte Central Paranaense,009,Maringá,26256,4126256,Sarandi
43,Rio Grande do Sul,01,Noroeste Rio-grandense,009,Carazinho,20107,4320107,Sarandi
35,São Paulo,12,Macro Metropolitana Paulista,046,Sorocaba,51108,3551108,Sarapuí
31,Minas Gerais,08,Vale do Rio Doce,035,Guanhães,65503,3165503,Sardoá
35,São Paulo,10,Assis,040,Ourinhos,51207,3551207,Sarutaiá
31,Minas Gerais,07,Metropolitana de Belo Horizonte,030,Belo Horizonte,65537,3165537,Sarzedo
29,Bahia,04,Nordeste Baiano,017,Alagoinhas,29701,2929701,Sátiro Dias
27,Alagoas,03,Leste Alagoano,011,Maceió,08907,2708907,Satuba
21,Maranhão,03,Centro Maranhense,010,Médio Mearim,11722,2111722,Satubinha
29,Bahia,05,Metropolitana de Salvador,020,Santo Antônio de Jesus,29750,2929750,Saubara
41,Paraná,07,Sudoeste Paranaense,027,Pato Branco,26272,4126272,Saudade do Iguaçu
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,17303,4217303,Saudades
29,Bahia,03,Centro Norte Baiano,010,Jacobina,29800,2929800,Saúde
42,Santa Catarina,02,Norte Catarinense,008,Joinville,17402,4217402,Schroeder
29,Bahia,06,Centro Sul Baiano,023,Seabra,29909,2929909,Seabra
42,Santa Catarina,01,Oeste Catarinense,005,Concórdia,17501,4217501,Seara
35,São Paulo,01,São José do Rio Preto,007,Nhandeara,51306,3551306,Sebastianópolis do Sul
22,Piauí,03,Sudoeste Piauiense,012,Chapadas do Extremo Sul Piauiense,10623,2210623,Sebastião Barros
29,Bahia,06,Centro Sul Baiano,026,Guanambi,30006,2930006,Sebastião Laranjeiras
22,Piauí,03,Sudoeste Piauiense,008,Bertolínia,10631,2210631,Sebastião Leal
43,Rio Grande do Sul,01,Noroeste Rio-grandense,003,Frederico Westphalen,20206,4320206,Seberi
43,Rio Grande do Sul,01,Noroeste Rio-grandense,002,Três Passos,20230,4320230,Sede Nova
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,020,Santa Cruz do Sul,20263,4320263,Segredo
43,Rio Grande do Sul,01,Noroeste Rio-grandense,012,Não-Me-Toque,20305,4320305,Selbach
50,Mato Grosso do Sul,03,Leste de Mato Grosso do Sul,006,Paranaíba,07802,5007802,Selvíria
31,Minas Gerais,12,Zona da Mata,060,Ponte Nova,65560,3165560,Sem-Peixe
12,Acre,02,Vale do Acre,003,Sena Madureira,00500,1200500,Sena Madureira
21,Maranhão,03,Centro Maranhense,012,Presidente Dutra,11748,2111748,Senador Alexandre Costa
31,Minas Gerais,10,Sul/Sudoeste de Minas,052,Pouso Alegre,65578,3165578,Senador Amaral
52,Goiás,03,Centro Goiano,010,Goiânia,20454,5220454,Senador Canedo
31,Minas Gerais,12,Zona da Mata,065,Juiz de Fora,65602,3165602,Senador Cortes
24,Rio Grande do Norte,03,Agreste Potiguar,015,Agreste Potiguar,13102,2413102,Senador Elói de Souza
31,Minas Gerais,12,Zona da Mata,064,Ubá,65701,3165701,Senador Firmino
24,Rio Grande do Norte,04,Leste Potiguar,019,Litoral Sul,13201,2413201,Senador Georgino Avelino
12,Acre,02,Vale do Acre,004,Rio Branco,00450,1200450,Senador Guiomard
31,Minas Gerais,10,Sul/Sudoeste de Minas,052,Pouso Alegre,65800,3165800,Senador José Bento
15,Pará,05,Sudoeste Paraense,015,Altamira,07805,1507805,Senador José Porfírio
21,Maranhão,02,Oeste Maranhense,009,Imperatriz,11763,2111763,Senador La Rocque
31,Minas Gerais,03,Jequitinhonha,010,Diamantina,65909,3165909,Senador Modestino Gonçalves
23,Ceará,04,Sertões Cearenses,021,Sertão de Senador Pompeu,12700,2312700,Senador Pompeu
27,Alagoas,01,Sertão Alagoano,003,Santana do Ipanema,08956,2708956,Senador Rui Palmeira
23,Ceará,01,Noroeste Cearense,005,Sobral,12809,2312809,Senador Sá
43,Rio Grande do Sul,01,Noroeste Rio-grandense,007,Santo Ângelo,20321,4320321,Senador Salgado Filho
41,Paraná,05,Centro Oriental Paranaense,020,Jaguariaíva,26306,4126306,Sengés
29,Bahia,03,Centro Norte Baiano,008,Senhor do Bonfim,30105,2930105,Senhor do Bonfim
31,Minas Gerais,12,Zona da Mata,062,Viçosa,66006,3166006,Senhora de Oliveira
31,Minas Gerais,08,Vale do Rio Doce,035,Guanhães,66105,3166105,Senhora do Porto
31,Minas Gerais,11,Campo das Vertentes,059,Barbacena,66204,3166204,Senhora dos Remédios
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,028,Camaquã,20354,4320354,Sentinela do Sul
29,Bahia,02,Vale São-Franciscano da Bahia,004,Juazeiro,30204,2930204,Sento Sé
43,Rio Grande do Sul,02,Nordeste Rio-grandense,014,Guaporé,20404,4320404,Serafina Corrêa
31,Minas Gerais,12,Zona da Mata,060,Ponte Nova,66303,3166303,Sericita
11,Rondônia,02,Leste Rondoniense,005,Alvorada D'Oeste,01500,1101500,Seringueiras
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,021,Lajeado-Estrela,20453,4320453,Sério
31,Minas Gerais,10,Sul/Sudoeste de Minas,055,Andrelândia,66402,3166402,Seritinga
33,Rio de Janeiro,06,Metropolitana do Rio de Janeiro,017,Itaguaí,05554,3305554,Seropédica
32,Espírito Santo,03,Central Espírito-santense,009,Vitória,05002,3205002,Serra
42,Santa Catarina,01,Oeste Catarinense,002,Chapecó,17550,4217550,Serra Alta
35,São Paulo,02,Ribeirão Preto,014,Ribeirão Preto,51405,3551405,Serra Azul
31,Minas Gerais,07,Metropolitana de Belo Horizonte,028,Conceição do Mato Dentro,66501,3166501,Serra Azul de Minas
25,Paraíba,02,Borborema,010,Cariri Ocidental,15500,2515500,Serra Branca
24,Rio Grande do Norte,03,Agreste Potiguar,015,Agreste Potiguar,10306,2410306,Serra Caiada
25,Paraíba,03,Agreste Paraibano,016,Guarabira,15609,2515609,Serra da Raiz
31,Minas Gerais,06,Central Mineira,026,Bom Despacho,66600,3166600,Serra da Saudade
24,Rio Grande do Norte,03,Agreste Potiguar,014,Borborema Potiguar,13300,2413300,Serra de São Bento
24,Rio Grande do Norte,01,Oeste Potiguar,001,Mossoró,13359,2413359,Serra do Mel
16,Amapá,02,Sul do Amapá,003,Macapá,00055,1600055,Serra do Navio
29,Bahia,02,Vale São-Franciscano da Bahia,007,Bom Jesus da Lapa,30154,2930154,Serra do Ramalho
31,Minas Gerais,05,Triângulo Mineiro/Alto Paranaíba,019,Patrocínio,66808,3166808,Serra do Salitre
31,Minas Gerais,04,Vale do Mucuri,016,Nanuque,66709,3166709,Serra dos Aimorés
29,Bahia,01,Extremo Oeste Baiano,003,Santa Maria da Vitória,30303,2930303,Serra Dourada
25,Paraíba,01,Sertão Paraibano,006,Itaporanga,15708,2515708,Serra Grande
35,São Paulo,07,Campinas,033,Amparo,51603,3551603,Serra Negra
24,Rio Grande do Norte,02,Central Potiguar,011,Seridó Ocidental,13409,2413409,Serra Negra do Norte
51,Mato Grosso,02,Nordeste Mato-grossense,009,Norte Araguaia,07883,5107883,Serra Nova Dourada
29,Bahia,03,Centro Norte Baiano,012,Feira de Santana,30402,2930402,Serra Preta
25,Paraíba,03,Agreste Paraibano,017,Campina Grande,15807,2515807,Serra Redonda
26,Pernambuco,01,Sertão Pernambucano,003,Pajeú,13909,2613909,Serra Talhada
35,São Paulo,02,Ribeirão Preto,014,Ribeirão Preto,51504,3551504,Serrana
31,Minas Gerais,10,Sul/Sudoeste de Minas,049,Alfenas,66907,3166907,Serrania
21,Maranhão,01,Norte Maranhense,001,Litoral Ocidental Maranhense,11789,2111789,Serrano do Maranhão
52,Goiás,05,Sul Goiano,013,Sudoeste de Goiás,20504,5220504,Serranópolis
31,Minas Gerais,02,Norte de Minas,004,Janaúba,66956,3166956,Serranópolis de Minas
41,Paraná,06,Oeste Paranaense,024,Foz do Iguaçu,26355,4126355,Serranópolis do Iguaçu
31,Minas Gerais,10,Sul/Sudoeste de Minas,055,Andrelândia,67004,3167004,Serranos
25,Paraíba,03,Agreste Paraibano,015,Brejo Paraibano,15906,2515906,Serraria
24,Rio Grande do Norte,03,Agreste Potiguar,015,Agreste Potiguar,13508,2413508,Serrinha
29,Bahia,04,Nordeste Baiano,016,Serrinha,30501,2930501,Serrinha
24,Rio Grande do Norte,01,Oeste Potiguar,007,Umarizal,13557,2413557,Serrinha dos Pintos
26,Pernambuco,01,Sertão Pernambucano,002,Salgueiro,14006,2614006,Serrita
31,Minas Gerais,07,Metropolitana de Belo Horizonte,028,Conceição do Mato Dentro,67103,3167103,Serro
29,Bahia,03,Centro Norte Baiano,010,Jacobina,30600,2930600,Serrolândia
41,Paraná,04,Norte Pioneiro Paranaense,015,Cornélio Procópio,26405,4126405,Sertaneja
26,Pernambuco,01,Sertão Pernambucano,004,Sertão do Moxotó,14105,2614105,Sertânia
41,Paraná,03,Norte Central Paranaense,007,Porecatu,26504,4126504,Sertanópolis
43,Rio Grande do Sul,01,Noroeste Rio-grandense,010,Passo Fundo,20503,4320503,Sertão
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,026,Porto Alegre,20552,4320552,Sertão Santana
25,Paraíba,03,Agreste Paraibano,016,Guarabira,15930,2515930,Sertãozinho
35,São Paulo,02,Ribeirão Preto,014,Ribeirão Preto,51702,3551702,Sertãozinho
35,São Paulo,14,Litoral Sul Paulista,055,Registro,51801,3551801,Sete Barras
